overallIndex,name,browseNodeID,Level,Category Path,Book1Rank,Book100Rank,nLast30Days,top100URL,last30URL,preordersURL,parentName,parentBrowseNodeID,topLevelCategoryName,fullName,alsoKnownAs
0,Arts & Photography,154607011,1,Kindle eBooks > Arts & Photography,2553,46638,10000,https://amazon.com/Best-Sellers-Kindle-Store-Arts-Photography/zgbs/digital-text/154607011,"https://amazon.com/s?s=relevanceexprank&rh=n%3A154607011,p_n_date:1249100011","https://amazon.com/s?s=relevanceexprank&rh=n%3A154607011,p_n_date:1249102011",Kindle eBooks,154606011,Kindle eBooks,Arts & Photography,Kindle eBooks > Nonfiction > Arts & Photography
31,Architecture,157630011,2,Kindle eBooks > Arts & Photography > Architecture,29555,199746,924,https://amazon.com/Best-Sellers-Kindle-Store-Architecture/zgbs/digital-text/157630011,"https://amazon.com/s?s=relevanceexprank&rh=n%3A157630011,p_n_date:1249100011","https://amazon.com/s?s=relevanceexprank&rh=n%3A157630011,p_n_date:1249102011",Arts & Photography,154607011,Arts & Photography,Architecture,
41,"Architects, A-Z",157631011,3,"Kindle eBooks > Arts & Photography > Architecture > Architects, A-Z",163994,1596837,113,https://amazon.com/Best-Sellers-Kindle-Store-Individual-Architects-Firms-eBooks/zgbs/digital-text/157631011,"https://amazon.com/s?s=relevanceexprank&rh=n%3A157631011,p_n_date:1249100011","https://amazon.com/s?s=relevanceexprank&rh=n%3A157631011,p_n_date:1249102011",Architecture,157630011,Arts & Photography,Individual Architects & Firms eBooks,
42,Building Types & Styles,157632011,3,Kindle eBooks > Arts & Photography > Architecture > Building Types & Styles,48805,1105131,153,https://amazon.com/Best-Sellers-Kindle-Store-Building-Types-Styles-eBooks/zgbs/digital-text/157632011,"https://amazon.com/s?s=relevanceexprank&rh=n%3A157632011,p_n_date:1249100011","https://amazon.com/s?s=relevanceexprank&rh=n%3A157632011,p_n_date:1249102011",Architecture,157630011,Arts & Photography,Building Types & Styles eBooks,
55,Religious Buildings,157634011,4,Kindle eBooks > Arts & Photography > Architecture > Building Types & Styles > Religious Buildings,123510,2210923,75,https://amazon.com/Best-Sellers-Kindle-Store-Religious-Buildings-Architecture/zgbs/digital-text/157634011,"https://amazon.com/s?s=relevanceexprank&rh=n%3A157634011,p_n_date:1249100011","https://amazon.com/s?s=relevanceexprank&rh=n%3A157634011,p_n_date:1249102011",Building Types & Styles,157632011,Arts & Photography,Religious Buildings Architecture,
56,Specific Styles,157635011,4,Kindle eBooks > Arts & Photography > Architecture > Building Types & Styles > Specific Styles,650418,,34,https://amazon.com/Best-Sellers-Kindle-Store-Specific-Architecture-Building-Styles/zgbs/digital-text/157635011,"https://amazon.com/s?s=relevanceexprank&rh=n%3A157635011,p_n_date:1249100011","https://amazon.com/s?s=relevanceexprank&rh=n%3A157635011,p_n_date:1249102011",Building Types & Styles,157632011,Arts & Photography,Specific Architecture Building Styles,
43,Criticism,157636011,3,Kindle eBooks > Arts & Photography > Architecture > Criticism,146262,1643442,54,https://amazon.com/Best-Sellers-Kindle-Store-Architecture-Criticism/zgbs/digital-text/157636011,"https://amazon.com/s?s=relevanceexprank&rh=n%3A157636011,p_n_date:1249100011","https://amazon.com/s?s=relevanceexprank&rh=n%3A157636011,p_n_date:1249102011",Architecture,157630011,Arts & Photography,Architecture Criticism,
44,Drawing & Modelling,157637011,3,Kindle eBooks > Arts & Photography > Architecture > Drawing & Modelling,43124,934106,30,https://amazon.com/Best-Sellers-Kindle-Store-Architecture-Drawing-Modelling/zgbs/digital-text/157637011,"https://amazon.com/s?s=relevanceexprank&rh=n%3A157637011,p_n_date:1249100011","https://amazon.com/s?s=relevanceexprank&rh=n%3A157637011,p_n_date:1249102011",Architecture,157630011,Arts & Photography,Architecture Drawing & Modelling,
45,Historic Preservation,157639011,3,Kindle eBooks > Arts & Photography > Architecture > Historic Preservation,168985,1915379,66,https://amazon.com/Best-Sellers-Kindle-Store-Historic-Preservation/zgbs/digital-text/157639011,"https://amazon.com/s?s=relevanceexprank&rh=n%3A157639011,p_n_date:1249100011","https://amazon.com/s?s=relevanceexprank&rh=n%3A157639011,p_n_date:1249102011",Architecture,157630011,Arts & Photography,Historic Preservation,
46,History & Periods,157640011,3,Kindle eBooks > Arts & Photography > Architecture > History & Periods,114349,575770,362,https://amazon.com/Best-Sellers-Kindle-Store-Architecture-History-Periods/zgbs/digital-text/157640011,"https://amazon.com/s?s=relevanceexprank&rh=n%3A157640011,p_n_date:1249100011","https://amazon.com/s?s=relevanceexprank&rh=n%3A157640011,p_n_date:1249102011",Architecture,157630011,Arts & Photography,Architecture History & Periods,
47,Interior Design,157641011,3,Kindle eBooks > Arts & Photography > Architecture > Interior Design,28010,469573,100,https://amazon.com/Best-Sellers-Kindle-Store-Interior-Architectural-Design/zgbs/digital-text/157641011,"https://amazon.com/s?s=relevanceexprank&rh=n%3A157641011,p_n_date:1249100011","https://amazon.com/s?s=relevanceexprank&rh=n%3A157641011,p_n_date:1249102011",Architecture,157630011,Arts & Photography,Interior Architectural Design,
48,International,157645011,3,Kindle eBooks > Arts & Photography > Architecture > International,359526,5224583,76,https://amazon.com/Best-Sellers-Kindle-Store-International-Architecture/zgbs/digital-text/157645011,"https://amazon.com/s?s=relevanceexprank&rh=n%3A157645011,p_n_date:1249100011","https://amazon.com/s?s=relevanceexprank&rh=n%3A157645011,p_n_date:1249102011",Architecture,157630011,Arts & Photography,International Architecture,
57,African,157646011,4,Kindle eBooks > Arts & Photography > Architecture > International > African,359526,,5,https://amazon.com/Best-Sellers-Kindle-Store-African-Architecture/zgbs/digital-text/157646011,"https://amazon.com/s?s=relevanceexprank&rh=n%3A157646011,p_n_date:1249100011","https://amazon.com/s?s=relevanceexprank&rh=n%3A157646011,p_n_date:1249102011",International,157645011,Arts & Photography,African Architecture,
58,Asian,157647011,4,Kindle eBooks > Arts & Photography > Architecture > International > Asian,430654,,12,https://amazon.com/Best-Sellers-Kindle-Store-Asian-Architecture/zgbs/digital-text/157647011,"https://amazon.com/s?s=relevanceexprank&rh=n%3A157647011,p_n_date:1249100011","https://amazon.com/s?s=relevanceexprank&rh=n%3A157647011,p_n_date:1249102011",International,157645011,Arts & Photography,Asian Architecture,
59,British,157648011,4,Kindle eBooks > Arts & Photography > Architecture > International > British,833496,,6,https://amazon.com/Best-Sellers-Kindle-Store-British-Architecture/zgbs/digital-text/157648011,"https://amazon.com/s?s=relevanceexprank&rh=n%3A157648011,p_n_date:1249100011","https://amazon.com/s?s=relevanceexprank&rh=n%3A157648011,p_n_date:1249102011",International,157645011,Arts & Photography,British Architecture,
60,European,157649011,4,Kindle eBooks > Arts & Photography > Architecture > International > European,941264,,18,https://amazon.com/Best-Sellers-Kindle-Store-European-Architecture/zgbs/digital-text/157649011,"https://amazon.com/s?s=relevanceexprank&rh=n%3A157649011,p_n_date:1249100011","https://amazon.com/s?s=relevanceexprank&rh=n%3A157649011,p_n_date:1249102011",International,157645011,Arts & Photography,European Architecture,
61,Middle Eastern,157651011,4,Kindle eBooks > Arts & Photography > Architecture > International > Middle Eastern,430654,,11,https://amazon.com/Best-Sellers-Kindle-Store-Middle-Eastern-Architecture/zgbs/digital-text/157651011,"https://amazon.com/s?s=relevanceexprank&rh=n%3A157651011,p_n_date:1249100011","https://amazon.com/s?s=relevanceexprank&rh=n%3A157651011,p_n_date:1249102011",International,157645011,Arts & Photography,Middle Eastern Architecture,
62,United States,157652011,4,Kindle eBooks > Arts & Photography > Architecture > International > United States,383194,,20,https://amazon.com/Best-Sellers-Kindle-Store-United-States-Architecture/zgbs/digital-text/157652011,"https://amazon.com/s?s=relevanceexprank&rh=n%3A157652011,p_n_date:1249100011","https://amazon.com/s?s=relevanceexprank&rh=n%3A157652011,p_n_date:1249102011",International,157645011,Arts & Photography,United States Architecture,
63,United States (Southern),157653011,4,Kindle eBooks > Arts & Photography > Architecture > International > United States (Southern),1765097,,10,https://amazon.com/Best-Sellers-Kindle-Store-United-States-Southern-Architecture/zgbs/digital-text/157653011,"https://amazon.com/s?s=relevanceexprank&rh=n%3A157653011,p_n_date:1249100011","https://amazon.com/s?s=relevanceexprank&rh=n%3A157653011,p_n_date:1249102011",International,157645011,Arts & Photography,United States (Southern) Architecture,
49,Landscape,157654011,3,Kindle eBooks > Arts & Photography > Architecture > Landscape,151097,1355955,34,https://amazon.com/Best-Sellers-Kindle-Store-Landscape-Architecture/zgbs/digital-text/157654011,"https://amazon.com/s?s=relevanceexprank&rh=n%3A157654011,p_n_date:1249100011","https://amazon.com/s?s=relevanceexprank&rh=n%3A157654011,p_n_date:1249102011",Architecture,157630011,Arts & Photography,Landscape Architecture,
50,Project Planning & Management,157655011,3,Kindle eBooks > Arts & Photography > Architecture > Project Planning & Management,60524,1450501,26,https://amazon.com/Best-Sellers-Kindle-Store-Architecture-Project-Management/zgbs/digital-text/157655011,"https://amazon.com/s?s=relevanceexprank&rh=n%3A157655011,p_n_date:1249100011","https://amazon.com/s?s=relevanceexprank&rh=n%3A157655011,p_n_date:1249102011",Architecture,157630011,Arts & Photography,Architecture Project Management,
51,Reference,157656011,3,Kindle eBooks > Arts & Photography > Architecture > Reference,51049,1660261,16,https://amazon.com/Best-Sellers-Kindle-Store-Architecture-Reference/zgbs/digital-text/157656011,"https://amazon.com/s?s=relevanceexprank&rh=n%3A157656011,p_n_date:1249100011","https://amazon.com/s?s=relevanceexprank&rh=n%3A157656011,p_n_date:1249102011",Architecture,157630011,Arts & Photography,Architecture Reference,
52,Study & Teaching,157657011,3,Kindle eBooks > Arts & Photography > Architecture > Study & Teaching,224744,2178431,21,https://amazon.com/Best-Sellers-Kindle-Store-Architecture-Study-Teaching/zgbs/digital-text/157657011,"https://amazon.com/s?s=relevanceexprank&rh=n%3A157657011,p_n_date:1249100011","https://amazon.com/s?s=relevanceexprank&rh=n%3A157657011,p_n_date:1249102011",Architecture,157630011,Arts & Photography,Architecture Study & Teaching,
53,Urban & Land Use Planning,157658011,3,Kindle eBooks > Arts & Photography > Architecture > Urban & Land Use Planning,100123,891508,52,https://amazon.com/Best-Sellers-Kindle-Store-Urban-Land-Use-Planning/zgbs/digital-text/157658011,"https://amazon.com/s?s=relevanceexprank&rh=n%3A157658011,p_n_date:1249100011","https://amazon.com/s?s=relevanceexprank&rh=n%3A157658011,p_n_date:1249102011",Architecture,157630011,Arts & Photography,Urban & Land Use Planning,
54,Vernacular Architecture,14530422011,3,Kindle eBooks > Arts & Photography > Architecture > Vernacular Architecture,430654,,14,https://amazon.com/Best-Sellers-Kindle-Store-Vernacular-Architecture/zgbs/digital-text/14530422011,"https://amazon.com/s?s=relevanceexprank&rh=n%3A14530422011,p_n_date:1249100011","https://amazon.com/s?s=relevanceexprank&rh=n%3A14530422011,p_n_date:1249102011",Architecture,157630011,Arts & Photography,Vernacular Architecture,
32,Art,154608011,2,Kindle eBooks > Arts & Photography > Art,4006,80817,2000,https://amazon.com/Best-Sellers-Kindle-Store-Art/zgbs/digital-text/154608011,"https://amazon.com/s?s=relevanceexprank&rh=n%3A154608011,p_n_date:1249100011","https://amazon.com/s?s=relevanceexprank&rh=n%3A154608011,p_n_date:1249102011",Arts & Photography,154607011,Arts & Photography,Art,
64,Art History,154609011,3,Kindle eBooks > Arts & Photography > Art > Art History,11889,163607,721,https://amazon.com/Best-Sellers-Kindle-Store-Art-History/zgbs/digital-text/154609011,"https://amazon.com/s?s=relevanceexprank&rh=n%3A154609011,p_n_date:1249100011","https://amazon.com/s?s=relevanceexprank&rh=n%3A154609011,p_n_date:1249102011",Art,154608011,Arts & Photography,Art History,
74,Criticism,154610011,4,Kindle eBooks > Arts & Photography > Art > Art History > Criticism,11889,403285,133,https://amazon.com/Best-Sellers-Kindle-Store-Art-History-Criticism/zgbs/digital-text/154610011,"https://amazon.com/s?s=relevanceexprank&rh=n%3A154610011,p_n_date:1249100011","https://amazon.com/s?s=relevanceexprank&rh=n%3A154610011,p_n_date:1249102011",Art History,154609011,Arts & Photography,Art History Criticism,
75,Regional,154612011,4,Kindle eBooks > Arts & Photography > Art > Art History > Regional,19745,280871,125,https://amazon.com/Best-Sellers-Kindle-Store-Regional-Art-History/zgbs/digital-text/154612011,"https://amazon.com/s?s=relevanceexprank&rh=n%3A154612011,p_n_date:1249100011","https://amazon.com/s?s=relevanceexprank&rh=n%3A154612011,p_n_date:1249102011",Art History,154609011,Arts & Photography,Regional Art History,
77,African,154613011,5,Kindle eBooks > Arts & Photography > Art > Art History > Regional > African,194278,2811395,6,https://amazon.com/Best-Sellers-Kindle-Store-African-Art-History/zgbs/digital-text/154613011,"https://amazon.com/s?s=relevanceexprank&rh=n%3A154613011,p_n_date:1249100011","https://amazon.com/s?s=relevanceexprank&rh=n%3A154613011,p_n_date:1249102011",Regional,154612011,Arts & Photography,African Art History,
78,Asian,154615011,5,Kindle eBooks > Arts & Photography > Art > Art History > Regional > Asian,19745,864728,26,https://amazon.com/Best-Sellers-Kindle-Store-Asian-Art-History/zgbs/digital-text/154615011,"https://amazon.com/s?s=relevanceexprank&rh=n%3A154615011,p_n_date:1249100011","https://amazon.com/s?s=relevanceexprank&rh=n%3A154615011,p_n_date:1249102011",Regional,154612011,Arts & Photography,Asian Art History,
79,Black & African American,154614011,5,Kindle eBooks > Arts & Photography > Art > Art History > Regional > Black & African American,85949,2451080,3,https://amazon.com/Best-Sellers-Kindle-Store-Black-African-American-Art-History/zgbs/digital-text/154614011,"https://amazon.com/s?s=relevanceexprank&rh=n%3A154614011,p_n_date:1249100011","https://amazon.com/s?s=relevanceexprank&rh=n%3A154614011,p_n_date:1249102011",Regional,154612011,Arts & Photography,Black & African American Art History,
80,Caribbean & Latin American,154616011,5,Kindle eBooks > Arts & Photography > Art > Art History > Regional > Caribbean & Latin American,443234,3164206,4,https://amazon.com/Best-Sellers-Kindle-Store-Caribbean-Latin-American-Art-History/zgbs/digital-text/154616011,"https://amazon.com/s?s=relevanceexprank&rh=n%3A154616011,p_n_date:1249100011","https://amazon.com/s?s=relevanceexprank&rh=n%3A154616011,p_n_date:1249102011",Regional,154612011,Arts & Photography,Caribbean & Latin American Art History,
81,European,154617011,5,Kindle eBooks > Arts & Photography > Art > Art History > Regional > European,121877,867854,17,https://amazon.com/Best-Sellers-Kindle-Store-European-Art-History/zgbs/digital-text/154617011,"https://amazon.com/s?s=relevanceexprank&rh=n%3A154617011,p_n_date:1249100011","https://amazon.com/s?s=relevanceexprank&rh=n%3A154617011,p_n_date:1249102011",Regional,154612011,Arts & Photography,European Art History,
82,Middle Eastern,154618011,5,Kindle eBooks > Arts & Photography > Art > Art History > Regional > Middle Eastern,298188,3624869,1,https://amazon.com/Best-Sellers-Kindle-Store-Middle-Eastern-Art-History/zgbs/digital-text/154618011,"https://amazon.com/s?s=relevanceexprank&rh=n%3A154618011,p_n_date:1249100011","https://amazon.com/s?s=relevanceexprank&rh=n%3A154618011,p_n_date:1249102011",Regional,154612011,Arts & Photography,Middle Eastern Art History,
83,Native American,154619011,5,Kindle eBooks > Arts & Photography > Art > Art History > Regional > Native American,114556,2671455,5,https://amazon.com/Best-Sellers-Kindle-Store-Native-American-Art-History/zgbs/digital-text/154619011,"https://amazon.com/s?s=relevanceexprank&rh=n%3A154619011,p_n_date:1249100011","https://amazon.com/s?s=relevanceexprank&rh=n%3A154619011,p_n_date:1249102011",Regional,154612011,Arts & Photography,Native American Art History,
84,United States,154620011,5,Kindle eBooks > Arts & Photography > Art > Art History > Regional > United States,46898,718769,63,https://amazon.com/Best-Sellers-Kindle-Store-United-States-Art-History/zgbs/digital-text/154620011,"https://amazon.com/s?s=relevanceexprank&rh=n%3A154620011,p_n_date:1249100011","https://amazon.com/s?s=relevanceexprank&rh=n%3A154620011,p_n_date:1249102011",Regional,154612011,Arts & Photography,United States Art History,
76,"Schools, Periods & Styles",154621011,4,"Kindle eBooks > Arts & Photography > Art > Art History > Schools, Periods & Styles",33657,277042,467,https://amazon.com/Best-Sellers-Kindle-Store-Art-History-Schools-Periods-Styles-eBooks/zgbs/digital-text/154621011,"https://amazon.com/s?s=relevanceexprank&rh=n%3A154621011,p_n_date:1249100011","https://amazon.com/s?s=relevanceexprank&rh=n%3A154621011,p_n_date:1249102011",Art History,154609011,Arts & Photography,"Art History Schools, Periods & Styles eBooks",
85,Ancient & Classical,154622011,5,"Kindle eBooks > Arts & Photography > Art > Art History > Schools, Periods & Styles > Ancient & Classical",954389,1395627,75,https://amazon.com/Best-Sellers-Kindle-Store-Ancient-Classical-Art/zgbs/digital-text/154622011,"https://amazon.com/s?s=relevanceexprank&rh=n%3A154622011,p_n_date:1249100011","https://amazon.com/s?s=relevanceexprank&rh=n%3A154622011,p_n_date:1249102011","Schools, Periods & Styles",154621011,Arts & Photography,Ancient & Classical Art,
86,Baroque,154623011,5,"Kindle eBooks > Arts & Photography > Art > Art History > Schools, Periods & Styles > Baroque",94785,2542751,49,https://amazon.com/Best-Sellers-Kindle-Store-Baroque-Art/zgbs/digital-text/154623011,"https://amazon.com/s?s=relevanceexprank&rh=n%3A154623011,p_n_date:1249100011","https://amazon.com/s?s=relevanceexprank&rh=n%3A154623011,p_n_date:1249102011","Schools, Periods & Styles",154621011,Arts & Photography,Baroque Art,
87,Impressionism,154624011,5,"Kindle eBooks > Arts & Photography > Art > Art History > Schools, Periods & Styles > Impressionism",351516,,1,https://amazon.com/Best-Sellers-Kindle-Store-Impressionism-Art/zgbs/digital-text/154624011,"https://amazon.com/s?s=relevanceexprank&rh=n%3A154624011,p_n_date:1249100011","https://amazon.com/s?s=relevanceexprank&rh=n%3A154624011,p_n_date:1249102011","Schools, Periods & Styles",154621011,Arts & Photography,Impressionism Art,
88,Medieval,154625011,5,"Kindle eBooks > Arts & Photography > Art > Art History > Schools, Periods & Styles > Medieval",270992,2200215,65,https://amazon.com/Best-Sellers-Kindle-Store-Medieval-Art/zgbs/digital-text/154625011,"https://amazon.com/s?s=relevanceexprank&rh=n%3A154625011,p_n_date:1249100011","https://amazon.com/s?s=relevanceexprank&rh=n%3A154625011,p_n_date:1249102011","Schools, Periods & Styles",154621011,Arts & Photography,Medieval Art,
89,Modern,154626011,5,"Kindle eBooks > Arts & Photography > Art > Art History > Schools, Periods & Styles > Modern",82288,550493,84,https://amazon.com/Best-Sellers-Kindle-Store-Modern-Art/zgbs/digital-text/154626011,"https://amazon.com/s?s=relevanceexprank&rh=n%3A154626011,p_n_date:1249100011","https://amazon.com/s?s=relevanceexprank&rh=n%3A154626011,p_n_date:1249102011","Schools, Periods & Styles",154621011,Arts & Photography,Modern Art,
90,Neoclassical,154627011,5,"Kindle eBooks > Arts & Photography > Art > Art History > Schools, Periods & Styles > Neoclassical",1665206,,0,https://amazon.com/Best-Sellers-Kindle-Store-Neoclassical-Art/zgbs/digital-text/154627011,"https://amazon.com/s?s=relevanceexprank&rh=n%3A154627011,p_n_date:1249100011","https://amazon.com/s?s=relevanceexprank&rh=n%3A154627011,p_n_date:1249102011","Schools, Periods & Styles",154621011,Arts & Photography,Neoclassical Art,
91,Prehistoric & Primitive,154628011,5,"Kindle eBooks > Arts & Photography > Art > Art History > Schools, Periods & Styles > Prehistoric & Primitive",515494,3609403,3,https://amazon.com/Best-Sellers-Kindle-Store-Prehistoric-Primitive-Art/zgbs/digital-text/154628011,"https://amazon.com/s?s=relevanceexprank&rh=n%3A154628011,p_n_date:1249100011","https://amazon.com/s?s=relevanceexprank&rh=n%3A154628011,p_n_date:1249102011","Schools, Periods & Styles",154621011,Arts & Photography,Prehistoric & Primitive Art,
92,Renaissance,154629011,5,"Kindle eBooks > Arts & Photography > Art > Art History > Schools, Periods & Styles > Renaissance",41318,960142,148,https://amazon.com/Best-Sellers-Kindle-Store-Renaissance-Art/zgbs/digital-text/154629011,"https://amazon.com/s?s=relevanceexprank&rh=n%3A154629011,p_n_date:1249100011","https://amazon.com/s?s=relevanceexprank&rh=n%3A154629011,p_n_date:1249102011","Schools, Periods & Styles",154621011,Arts & Photography,Renaissance Art,
93,Romantic,154630011,5,"Kindle eBooks > Arts & Photography > Art > Art History > Schools, Periods & Styles > Romantic",33657,3035441,30,https://amazon.com/Best-Sellers-Kindle-Store-Romantic-Art/zgbs/digital-text/154630011,"https://amazon.com/s?s=relevanceexprank&rh=n%3A154630011,p_n_date:1249100011","https://amazon.com/s?s=relevanceexprank&rh=n%3A154630011,p_n_date:1249102011","Schools, Periods & Styles",154621011,Arts & Photography,Romantic Art,
94,Surrealism,154631011,5,"Kindle eBooks > Arts & Photography > Art > Art History > Schools, Periods & Styles > Surrealism",306318,,2,https://amazon.com/Best-Sellers-Kindle-Store-Surrealism-Art/zgbs/digital-text/154631011,"https://amazon.com/s?s=relevanceexprank&rh=n%3A154631011,p_n_date:1249100011","https://amazon.com/s?s=relevanceexprank&rh=n%3A154631011,p_n_date:1249102011","Schools, Periods & Styles",154621011,Arts & Photography,Surrealism Art,
65,Erotica,2309013011,3,Kindle eBooks > Arts & Photography > Art > Erotica,18168,318318,,https://amazon.com/Best-Sellers-Kindle-Store-Erotic-Art/zgbs/digital-text/2309013011,,,Art,154608011,Arts & Photography,Erotic Art,
66,Instruction & Reference,154633011,3,Kindle eBooks > Arts & Photography > Art > Instruction & Reference,4150,163197,422,https://amazon.com/Best-Sellers-Kindle-Store-Art-Instruction-Reference/zgbs/digital-text/154633011,"https://amazon.com/s?s=relevanceexprank&rh=n%3A154633011,p_n_date:1249100011","https://amazon.com/s?s=relevanceexprank&rh=n%3A154633011,p_n_date:1249102011",Art,154608011,Arts & Photography,Art Instruction & Reference,
95,Business of Art,154634011,4,Kindle eBooks > Arts & Photography > Art > Instruction & Reference > Business of Art,68165,939495,28,https://amazon.com/Best-Sellers-Kindle-Store-Business-of-Art/zgbs/digital-text/154634011,"https://amazon.com/s?s=relevanceexprank&rh=n%3A154634011,p_n_date:1249100011","https://amazon.com/s?s=relevanceexprank&rh=n%3A154634011,p_n_date:1249102011",Instruction & Reference,154633011,Arts & Photography,Business of Art,
96,Collecting,154635011,4,Kindle eBooks > Arts & Photography > Art > Instruction & Reference > Collecting,321419,,9,https://amazon.com/Best-Sellers-Kindle-Store-Art-Collecting/zgbs/digital-text/154635011,"https://amazon.com/s?s=relevanceexprank&rh=n%3A154635011,p_n_date:1249100011","https://amazon.com/s?s=relevanceexprank&rh=n%3A154635011,p_n_date:1249102011",Instruction & Reference,154633011,Arts & Photography,Art Collecting,
97,Color,154636011,4,Kindle eBooks > Arts & Photography > Art > Instruction & Reference > Color,43395,822533,31,https://amazon.com/Best-Sellers-Kindle-Store-Color-in-Art/zgbs/digital-text/154636011,"https://amazon.com/s?s=relevanceexprank&rh=n%3A154636011,p_n_date:1249100011","https://amazon.com/s?s=relevanceexprank&rh=n%3A154636011,p_n_date:1249102011",Instruction & Reference,154633011,Arts & Photography,Color in Art,
98,Figure Drawing,154637011,4,Kindle eBooks > Arts & Photography > Art > Instruction & Reference > Figure Drawing,4150,550614,35,https://amazon.com/Best-Sellers-Kindle-Store-Figure-Drawing/zgbs/digital-text/154637011,"https://amazon.com/s?s=relevanceexprank&rh=n%3A154637011,p_n_date:1249100011","https://amazon.com/s?s=relevanceexprank&rh=n%3A154637011,p_n_date:1249102011",Instruction & Reference,154633011,Arts & Photography,Figure Drawing,
99,Reference,154639011,4,Kindle eBooks > Arts & Photography > Art > Instruction & Reference > Reference,40856,593446,28,https://amazon.com/Best-Sellers-Kindle-Store-Art-Reference/zgbs/digital-text/154639011,"https://amazon.com/s?s=relevanceexprank&rh=n%3A154639011,p_n_date:1249100011","https://amazon.com/s?s=relevanceexprank&rh=n%3A154639011,p_n_date:1249102011",Instruction & Reference,154633011,Arts & Photography,Art Reference,
100,Study & Teaching,154640011,4,Kindle eBooks > Arts & Photography > Art > Instruction & Reference > Study & Teaching,45158,489022,40,https://amazon.com/Best-Sellers-Kindle-Store-Art-Study-Teaching/zgbs/digital-text/154640011,"https://amazon.com/s?s=relevanceexprank&rh=n%3A154640011,p_n_date:1249100011","https://amazon.com/s?s=relevanceexprank&rh=n%3A154640011,p_n_date:1249102011",Instruction & Reference,154633011,Arts & Photography,Art Study & Teaching,
67,Museums & Collections,154641011,3,Kindle eBooks > Arts & Photography > Art > Museums & Collections,21020,1210648,100,https://amazon.com/Best-Sellers-Kindle-Store-Museums-Art-Collections/zgbs/digital-text/154641011,"https://amazon.com/s?s=relevanceexprank&rh=n%3A154641011,p_n_date:1249100011","https://amazon.com/s?s=relevanceexprank&rh=n%3A154641011,p_n_date:1249102011",Art,154608011,Arts & Photography,Museums & Art Collections,
101,Museums,154643011,4,Kindle eBooks > Arts & Photography > Art > Museums & Collections > Museums,21020,1551510,36,https://amazon.com/Best-Sellers-Kindle-Store-Museum-Studies-Museology/zgbs/digital-text/154643011,"https://amazon.com/s?s=relevanceexprank&rh=n%3A154643011,p_n_date:1249100011","https://amazon.com/s?s=relevanceexprank&rh=n%3A154643011,p_n_date:1249102011",Museums & Collections,154641011,Arts & Photography,Museum Studies & Museology,
102,Private,154644011,4,Kindle eBooks > Arts & Photography > Art > Museums & Collections > Private,1106972,,1,https://amazon.com/Best-Sellers-Kindle-Store-Private-Museums-Collections/zgbs/digital-text/154644011,"https://amazon.com/s?s=relevanceexprank&rh=n%3A154644011,p_n_date:1249100011","https://amazon.com/s?s=relevanceexprank&rh=n%3A154644011,p_n_date:1249102011",Museums & Collections,154641011,Arts & Photography,Private Museums & Collections,
68,Other Media,154645011,3,Kindle eBooks > Arts & Photography > Art > Other Media,67063,451101,65,https://amazon.com/Best-Sellers-Kindle-Store-Other-Art-Media/zgbs/digital-text/154645011,"https://amazon.com/s?s=relevanceexprank&rh=n%3A154645011,p_n_date:1249100011","https://amazon.com/s?s=relevanceexprank&rh=n%3A154645011,p_n_date:1249102011",Art,154608011,Arts & Photography,Other Art Media,
103,Ceramics,154646011,4,Kindle eBooks > Arts & Photography > Art > Other Media > Ceramics,111457,2271918,25,https://amazon.com/Best-Sellers-Kindle-Store-Ceramic-Arts/zgbs/digital-text/154646011,"https://amazon.com/s?s=relevanceexprank&rh=n%3A154646011,p_n_date:1249100011","https://amazon.com/s?s=relevanceexprank&rh=n%3A154646011,p_n_date:1249102011",Other Media,154645011,Arts & Photography,Ceramic Arts,
104,Conceptual,154647011,4,Kindle eBooks > Arts & Photography > Art > Other Media > Conceptual,95581,1742967,8,https://amazon.com/Best-Sellers-Kindle-Store-Conceptual-Arts/zgbs/digital-text/154647011,"https://amazon.com/s?s=relevanceexprank&rh=n%3A154647011,p_n_date:1249100011","https://amazon.com/s?s=relevanceexprank&rh=n%3A154647011,p_n_date:1249102011",Other Media,154645011,Arts & Photography,Conceptual Arts,
105,Mixed Media,154648011,4,Kindle eBooks > Arts & Photography > Art > Other Media > Mixed Media,67063,791883,25,https://amazon.com/Best-Sellers-Kindle-Store-Mixed-Media/zgbs/digital-text/154648011,"https://amazon.com/s?s=relevanceexprank&rh=n%3A154648011,p_n_date:1249100011","https://amazon.com/s?s=relevanceexprank&rh=n%3A154648011,p_n_date:1249102011",Other Media,154645011,Arts & Photography,Mixed Media,
106,Mosaic,154649011,4,Kindle eBooks > Arts & Photography > Art > Other Media > Mosaic,293587,4980847,0,https://amazon.com/Best-Sellers-Kindle-Store-Mosaic-Arts/zgbs/digital-text/154649011,"https://amazon.com/s?s=relevanceexprank&rh=n%3A154649011,p_n_date:1249100011","https://amazon.com/s?s=relevanceexprank&rh=n%3A154649011,p_n_date:1249102011",Other Media,154645011,Arts & Photography,Mosaic Arts,
